Order_ID,Customer_ID,Category,Payment_Method,Order_Value,Discount_Percent,Est_Delivery_Days,Actual_Delivery_Days,Customer_Rating,Returned,City_Tier,Delivery_Delay,Fulfillment_Status,High_Value_Order,Net_Revenue
ORD1218,CUST161,Fashion,UPI,1006.55,15,6,6,1.0,No,Tier 1,0,On-Time,True,855.5675
ORD1219,CUST284,Books,CASH ON DELIVERY,1146.7800000000002,5,7,11,4.0,No,Tier 1,4,Severe Delay,True,1089.441
ORD1220,CUST344,Fashion,DEBIT CARD,1006.55,0,5,5,2.0,Yes,Tier 2,0,On-Time,True,1006.55
ORD1221,CUST233,Fashion,DEBIT CARD,1006.55,20,7,7,3.0,No,Tier 1,0,On-Time,True,805.24
ORD1222,CUST127,Fashion,CREDIT CARD,1006.55,5,7,8,3.0,No,Tier 2,1,Unknown,True,956.2225
ORD1223,CUST127,Fashion,CREDIT CARD,1006.55,5,5,5,4.0,Yes,Tier 1,0,On-Time,True,956.2225
ORD1224,CUST207,Home & Kitchen,UPI,1137.04,5,4,5,5.0,No,Tier 2,1,Unknown,True,1080.1879999999999
ORD1225,CUST143,Fashion,UPI,1006.55,50,5,5,2.0,No,Tier 2,0,On-Time,True,503.275
ORD1226,CUST183,Electronics,UPI,1091.185,0,6,7,3.0,No,Tier 1,1,Unknown,True,1091.185
ORD1227,CUST129,Beauty,UPI,1194.18,30,7,7,3.0,No,Tier 1,0,On-Time,Same,835.926
ORD1228,CUST289,Fashion,UPI,1006.55,20,5,4,2.0,No,Tier 2,-1,Early,True,805.24
ORD1229,CUST174,Fashion,CASH ON DELIVERY,1006.55,0,7,7,4.0,No,Tier 3,0,On-Time,True,1006.55
ORD1230,CUST227,Beauty,CREDIT CARD,1194.18,50,6,6,4.0,No,Tier 1,0,On-Time,Same,597.09
ORD1231,CUST349,Home & Kitchen,CASH ON DELIVERY,1137.04,5,3,3,2.0,Yes,Tier 1,0,On-Time,True,1080.1879999999999
ORD1232,CUST346,Electronics,UPI,1091.185,0,6,6,3.0,No,Tier 3,0,On-Time,True,1091.185
ORD1233,CUST191,Beauty,CASH ON DELIVERY,1194.18,20,2,2,2.0,No,Tier 1,0,On-Time,Same,955.344
ORD1234,CUST316,Home & Kitchen,CASH ON DELIVERY,1137.04,15,2,1,4.0,No,Tier 2,-1,Early,True,966.4839999999999
ORD1235,CUST330,Fashion,CASH ON DELIVERY,1006.55,15,2,2,2.0,No,Tier 1,0,On-Time,True,855.5675
ORD1236,CUST289,Electronics,UPI,1091.185,0,7,9,4.0,Yes,Tier 1,2,Unknown,True,1091.185
ORD1237,CUST324,Books,CASH ON DELIVERY,1146.7800000000002,10,4,4,4.0,No,Tier 2,0,On-Time,True,1032.1020000000003
ORD1238,CUST228,Home & Kitchen,UPI,1137.04,20,4,4,3.0,No,Tier 2,0,On-Time,True,909.6320000000001
ORD1239,CUST220,Fashion,UPI,1006.55,5,4,5,4.0,Yes,Tier 1,1,Unknown,True,956.2225
ORD1240,CUST126,Beauty,CASH ON DELIVERY,1194.18,5,7,7,5.0,No,Tier 2,0,On-Time,Same,1134.471
ORD1241,CUST289,Books,UPI,1146.7800000000002,0,6,7,4.0,Yes,Tier 2,1,Unknown,True,1146.7800000000002
ORD1242,CUST220,Electronics,DEBIT CARD,1091.185,0,4,4,2.0,No,Tier 2,0,On-Time,True,1091.185
ORD1243,CUST215,Fashion,UPI,1006.55,30,3,3,3.0,No,Tier 1,0,On-Time,True,704.5849999999999
ORD1244,CUST304,Electronics,CASH ON DELIVERY,1091.185,10,2,1,5.0,No,Tier 2,-1,Early,True,982.0665
ORD1245,CUST332,Home & Kitchen,DEBIT CARD,1137.04,50,6,7,4.0,No,Tier 2,1,Unknown,True,568.52
ORD1246,CUST102,Electronics,DEBIT CARD,1091.185,5,2,3,4.0,No,Tier 2,1,Unknown,True,1036.62575
ORD1247,CUST202,Home & Kitchen,UPI,1137.04,15,4,3,5.0,No,Tier 2,-1,Early,True,966.4839999999999
ORD1248,CUST297,Books,DEBIT CARD,1146.7800000000002,5,6,6,5.0,No,Tier 1,0,On-Time,True,1089.441
ORD1249,CUST299,Beauty,UPI,1194.18,5,5,12,5.0,No,Tier 2,7,Severe Delay,Same,1134.471
ORD1250,CUST254,Fashion,UPI,1006.55,0,3,3,2.0,No,Tier 2,0,On-Time,True,1006.55
ORD1251,CUST236,Books,CREDIT CARD,1146.7800000000002,5,4,4,4.0,Yes,Tier 1,0,On-Time,True,1089.441
ORD1252,CUST161,Electronics,UPI,1091.185,10,4,8,4.0,No,Tier 1,4,Severe Delay,True,982.0665
ORD1253,CUST264,Books,DEBIT CARD,1146.7800000000002,50,3,4,4.0,No,Tier 1,1,Unknown,True,573.3900000000001
ORD1254,CUST324,Electronics,UPI,1091.185,15,3,3,4.0,Yes,Tier 2,0,On-Time,True,927.5072499999999
ORD1255,CUST150,Fashion,UPI,1006.55,0,5,6,2.0,No,Tier 1,1,Unknown,True,1006.55
ORD1256,CUST333,Books,CREDIT CARD,1146.7800000000002,0,4,6,4.0,No,Tier 2,2,Unknown,True,1146.7800000000002
ORD1257,CUST271,Electronics,DEBIT CARD,1091.185,0,7,7,4.0,Yes,Tier 3,0,On-Time,True,1091.185
ORD1258,CUST251,Electronics,CREDIT CARD,1091.185,10,4,4,2.0,No,Tier 2,0,On-Time,True,982.0665
ORD1259,CUST306,Home & Kitchen,DEBIT CARD,1137.04,20,2,2,4.0,No,Tier 3,0,On-Time,True,909.6320000000001
ORD1260,CUST158,Home & Kitchen,UPI,1137.04,30,6,10,2.0,No,Tier 3,4,Severe Delay,True,795.9279999999999
ORD1261,CUST217,Home & Kitchen,CREDIT CARD,1137.04,0,6,7,3.0,No,Tier 1,1,Unknown,True,1137.04
ORD1262,CUST259,Home & Kitchen,CASH ON DELIVERY,1137.04,10,2,1,1.0,No,Tier 2,-1,Early,True,1023.336
ORD1263,CUST195,Fashion,DEBIT CARD,1006.55,10,6,8,3.0,No,Tier 1,2,Unknown,True,905.895
ORD1264,CUST315,Fashion,CASH ON DELIVERY,1006.55,15,3,3,4.0,No,Tier 3,0,On-Time,True,855.5675
ORD1265,CUST332,Fashion,CREDIT CARD,1006.55,10,6,5,4.0,Yes,Tier 1,-1,Early,True,905.895
ORD1266,CUST279,Electronics,CASH ON DELIVERY,1091.185,15,6,6,4.0,Yes,Tier 3,0,On-Time,True,927.5072499999999
ORD1267,CUST212,Beauty,CASH ON DELIVERY,1194.18,15,2,2,5.0,No,Tier 2,0,On-Time,Same,1015.053
ORD1268,CUST161,Home & Kitchen,CREDIT CARD,1137.04,0,5,7,3.0,No,Tier 2,2,Unknown,True,1137.04
ORD1269,CUST340,Fashion,UPI,1006.55,20,6,6,2.0,No,Tier 1,0,On-Time,True,805.24
ORD1270,CUST285,Fashion,CASH ON DELIVERY,1006.55,0,7,9,5.0,No,Tier 1,2,Unknown,True,1006.55
ORD1271,CUST151,Beauty,CASH ON DELIVERY,1194.18,15,6,6,2.0,No,Tier 2,0,On-Time,Same,1015.053
ORD1272,CUST111,Electronics,UPI,1091.185,10,5,4,4.0,Yes,Tier 1,-1,Early,True,982.0665
ORD1273,CUST138,Home & Kitchen,CASH ON DELIVERY,1137.04,10,2,9,5.0,No,Tier 3,7,Severe Delay,True,1023.336
ORD1274,CUST229,Fashion,CASH ON DELIVERY,1006.55,30,5,5,4.0,Yes,Tier 1,0,On-Time,True,704.5849999999999
ORD1275,CUST230,Home & Kitchen,CASH ON DELIVERY,1137.04,30,2,2,4.0,No,Tier 2,0,On-Time,True,795.9279999999999
ORD1276,CUST212,Electronics,UPI,1091.185,20,3,3,2.0,No,Tier 1,0,On-Time,True,872.948
ORD1277,CUST200,Beauty,UPI,1194.18,10,2,4,3.0,No,Tier 2,2,Unknown,Same,1074.7620000000002
ORD1278,CUST212,Beauty,CASH ON DELIVERY,1194.18,15,3,3,4.0,No,Tier 2,0,On-Time,Same,1015.053
ORD1279,CUST283,Home & Kitchen,UPI,1137.04,10,3,3,3.0,No,Tier 1,0,On-Time,True,1023.336
ORD1280,CUST180,Home & Kitchen,DEBIT CARD,1137.04,30,2,1,5.0,No,Tier 1,-1,Early,True,795.9279999999999
ORD1281,CUST286,Beauty,DEBIT CARD,1194.18,10,7,7,1.0,No,Tier 1,0,On-Time,Same,1074.7620000000002
ORD1282,CUST212,Home & Kitchen,CASH ON DELIVERY,1137.04,50,4,5,4.0,Yes,Tier 2,1,Unknown,True,568.52
ORD1283,CUST101,Electronics,UPI,1091.185,30,2,2,4.0,No,Tier 2,0,On-Time,True,763.8294999999999
ORD1284,CUST229,Home & Kitchen,UPI,1137.04,15,6,6,4.0,No,Tier 2,0,On-Time,True,966.4839999999999
ORD1285,CUST319,Home & Kitchen,UPI,1137.04,5,7,7,3.0,No,Tier 2,0,On-Time,True,1080.1879999999999
ORD1286,CUST153,Fashion,UPI,1006.55,0,7,7,3.0,Yes,Tier 1,0,On-Time,True,1006.55
ORD1287,CUST186,Home & Kitchen,DEBIT CARD,1137.04,30,6,10,5.0,No,Tier 1,4,Severe Delay,True,795.9279999999999
ORD1288,CUST328,Beauty,UPI,1194.18,0,4,4,2.0,No,Tier 1,0,On-Time,Same,1194.18
ORD1289,CUST323,Beauty,UPI,1194.18,30,7,14,5.0,No,Tier 1,7,Severe Delay,Same,835.926
ORD1290,CUST324,Fashion,UPI,1006.55,10,3,3,4.0,Yes,Tier 3,0,On-Time,True,905.895
ORD1291,CUST228,Electronics,UPI,1091.185,10,4,4,4.0,Yes,Tier 3,0,On-Time,True,982.0665
ORD1292,CUST246,Beauty,UPI,1194.18,30,6,8,4.0,No,Tier 1,2,Unknown,Same,835.926
ORD1293,CUST225,Books,CREDIT CARD,1146.7800000000002,15,4,4,3.0,No,Tier 2,0,On-Time,True,974.7630000000001
ORD1294,CUST229,Electronics,UPI,1091.185,10,2,3,4.0,No,Tier 3,1,Unknown,True,982.0665
ORD1295,CUST152,Beauty,UPI,1194.18,10,4,11,5.0,No,Tier 1,7,Severe Delay,Same,1074.7620000000002
ORD1296,CUST271,Beauty,UPI,1194.18,5,3,2,3.0,No,Tier 1,-1,Early,Same,1134.471
ORD1297,CUST317,Fashion,UPI,1006.55,20,2,1,4.0,No,Tier 1,-1,Early,True,805.24
ORD1298,CUST259,Home & Kitchen,UPI,1137.04,5,5,6,4.0,No,Tier 2,1,Unknown,True,1080.1879999999999
ORD1299,CUST297,Fashion,UPI,1006.55,30,6,6,2.0,No,Tier 3,0,On-Time,True,704.5849999999999
ORD1300,CUST259,Electronics,UPI,1091.185,30,6,6,3.0,Yes,Tier 2,0,On-Time,True,763.8294999999999
ORD1301,CUST346,Fashion,UPI,1006.55,5,4,3,4.0,Yes,Tier 1,-1,Early,True,956.2225
ORD1302,CUST167,Books,UPI,1146.7800000000002,15,7,6,3.0,No,Tier 1,-1,Early,True,974.7630000000001
ORD1303,CUST282,Electronics,UPI,1091.185,10,2,3,5.0,Yes,Tier 2,1,Unknown,True,982.0665
ORD1304,CUST302,Fashion,CASH ON DELIVERY,1006.55,5,5,4,5.0,No,Tier 3,-1,Early,True,956.2225
ORD1305,CUST283,Fashion,CREDIT CARD,1006.55,50,2,2,3.0,Yes,Tier 2,0,On-Time,True,503.275
ORD1306,CUST222,Fashion,DEBIT CARD,1006.55,0,6,7,2.0,No,Tier 2,1,Unknown,True,1006.55
ORD1307,CUST244,Beauty,CREDIT CARD,1194.18,5,2,2,4.0,No,Tier 1,0,On-Time,Same,1134.471
ORD1308,CUST137,Fashion,CASH ON DELIVERY,1006.55,10,5,4,3.0,No,Tier 3,-1,Early,True,905.895
ORD1309,CUST123,Fashion,DEBIT CARD,1006.55,10,7,8,4.0,Yes,Tier 2,1,Unknown,True,905.895
ORD1310,CUST168,Home & Kitchen,UPI,1137.04,10,4,3,3.0,No,Tier 1,-1,Early,True,1023.336
ORD1311,CUST215,Fashion,CASH ON DELIVERY,1006.55,20,3,4,4.0,No,Tier 2,1,Unknown,True,805.24
ORD1312,CUST197,Electronics,UPI,1091.185,15,2,4,4.0,No,Tier 1,2,Unknown,True,927.5072499999999
ORD1313,CUST297,Fashion,UPI,1006.55,15,3,3,3.0,Yes,Tier 1,0,On-Time,True,855.5675
ORD1314,CUST313,Electronics,CASH ON DELIVERY,1091.185,0,6,6,3.0,No,Tier 1,0,On-Time,True,1091.185
ORD1315,CUST238,Electronics,UPI,1091.185,5,4,4,3.0,No,Tier 1,0,On-Time,True,1036.62575
ORD1316,CUST339,Fashion,CASH ON DELIVERY,1006.55,5,4,4,3.0,No,Tier 1,0,On-Time,True,956.2225
ORD1317,CUST243,Fashion,CASH ON DELIVERY,1006.55,5,2,4,4.0,No,Tier 1,2,Unknown,True,956.2225
ORD1318,CUST196,Beauty,UPI,1194.18,10,7,9,5.0,Yes,Tier 2,2,Unknown,Same,1074.7620000000002
ORD1319,CUST300,Fashion,DEBIT CARD,1006.55,0,4,4,3.0,No,Tier 2,0,On-Time,True,1006.55
ORD1320,CUST223,Home & Kitchen,CREDIT CARD,1137.04,5,2,3,4.0,No,Tier 1,1,Unknown,True,1080.1879999999999
ORD1321,CUST286,Home & Kitchen,UPI,1137.04,5,2,6,4.0,No,Tier 1,4,Severe Delay,True,1080.1879999999999
ORD1322,CUST169,Electronics,CASH ON DELIVERY,1091.185,30,3,7,3.0,No,Tier 2,4,Severe Delay,True,763.8294999999999
ORD1323,CUST307,Home & Kitchen,UPI,1137.04,30,4,4,3.0,Yes,Tier 1,0,On-Time,True,795.9279999999999
ORD1324,CUST192,Electronics,UPI,1091.185,15,2,2,5.0,No,Tier 1,0,On-Time,True,927.5072499999999
ORD1325,CUST102,Beauty,UPI,1194.18,30,3,3,4.0,Yes,Tier 3,0,On-Time,Same,835.926
ORD1326,CUST247,Electronics,UPI,1091.185,20,5,9,4.0,No,Tier 2,4,Severe Delay,True,872.948
ORD1327,CUST286,Fashion,UPI,1006.55,10,3,2,4.0,No,Tier 3,-1,Early,True,905.895
ORD1328,CUST263,Electronics,CREDIT CARD,1091.185,0,3,3,1.0,No,Tier 2,0,On-Time,True,1091.185
ORD1329,CUST246,Beauty,CREDIT CARD,1194.18,20,2,2,4.0,No,Tier 1,0,On-Time,Same,955.344
ORD1330,CUST189,Fashion,CREDIT CARD,1006.55,15,6,6,4.0,No,Tier 2,0,On-Time,True,855.5675
ORD1331,CUST294,Home & Kitchen,CREDIT CARD,1137.04,15,6,6,4.0,No,Tier 1,0,On-Time,True,966.4839999999999
ORD1332,CUST246,Electronics,CREDIT CARD,1091.185,20,7,14,3.0,No,Tier 1,7,Severe Delay,True,872.948
ORD1333,CUST247,Home & Kitchen,CREDIT CARD,1137.04,10,6,5,2.0,Yes,Tier 1,-1,Early,True,1023.336
ORD1334,CUST195,Electronics,UPI,1091.185,15,3,3,2.0,No,Tier 3,0,On-Time,True,927.5072499999999
ORD1335,CUST298,Beauty,CASH ON DELIVERY,1194.18,30,7,6,4.0,No,Tier 1,-1,Early,Same,835.926
ORD1336,CUST151,Electronics,UPI,1091.185,5,2,2,3.0,No,Tier 3,0,On-Time,True,1036.62575
ORD1337,CUST332,Electronics,CREDIT CARD,1091.185,15,4,4,4.0,No,Tier 3,0,On-Time,True,927.5072499999999
ORD1338,CUST260,Electronics,UPI,1091.185,10,3,3,1.0,No,Tier 2,0,On-Time,True,982.0665
ORD1339,CUST267,Fashion,UPI,1006.55,15,3,3,1.0,No,Tier 2,0,On-Time,True,855.5675
ORD1340,CUST227,Home & Kitchen,UPI,1137.04,20,7,7,4.0,No,Tier 2,0,On-Time,True,909.6320000000001
ORD1341,CUST138,Electronics,CASH ON DELIVERY,1091.185,0,2,1,4.0,No,Tier 3,-1,Early,True,1091.185
ORD1342,CUST181,Books,UPI,1146.7800000000002,15,5,5,4.0,No,Tier 1,0,On-Time,True,974.7630000000001
ORD1343,CUST203,Fashion,CASH ON DELIVERY,1006.55,5,3,7,3.0,No,Tier 2,4,Severe Delay,True,956.2225
ORD1344,CUST228,Fashion,DEBIT CARD,1006.55,15,5,9,4.0,No,Tier 2,4,Severe Delay,True,855.5675
ORD1345,CUST110,Fashion,UPI,1006.55,10,5,5,2.0,Yes,Tier 3,0,On-Time,True,905.895
ORD1346,CUST319,Fashion,DEBIT CARD,1006.55,20,6,6,2.0,No,Tier 2,0,On-Time,True,805.24
ORD1347,CUST284,Home & Kitchen,CREDIT CARD,1137.04,0,2,6,4.0,No,Tier 2,4,Severe Delay,True,1137.04
ORD1348,CUST316,Electronics,CREDIT CARD,1091.185,15,5,4,3.0,No,Tier 2,-1,Early,True,927.5072499999999
ORD1349,CUST277,Electronics,CASH ON DELIVERY,1091.185,5,2,4,3.0,No,Tier 3,2,Unknown,True,1036.62575
ORD1350,CUST250,Beauty,UPI,1194.18,30,6,10,4.0,No,Tier 2,4,Severe Delay,Same,835.926
ORD1351,CUST258,Beauty,DEBIT CARD,1194.18,30,2,1,4.0,No,Tier 1,-1,Early,Same,835.926
ORD1352,CUST321,Fashion,UPI,1006.55,50,3,3,5.0,No,Tier 2,0,On-Time,True,503.275
ORD1353,CUST141,Fashion,CASH ON DELIVERY,1006.55,20,5,9,3.0,No,Tier 3,4,Severe Delay,True,805.24
ORD1354,CUST198,Home & Kitchen,CREDIT CARD,1137.04,20,2,2,1.0,No,Tier 2,0,On-Time,True,909.6320000000001
ORD1355,CUST106,Fashion,UPI,1006.55,5,4,3,3.0,No,Tier 3,-1,Early,True,956.2225
ORD1356,CUST243,Electronics,UPI,1091.185,5,2,2,4.0,No,Tier 1,0,On-Time,True,1036.62575
ORD1357,CUST189,Electronics,CREDIT CARD,1091.185,10,5,5,4.0,No,Tier 2,0,On-Time,True,982.0665
ORD1358,CUST211,Home & Kitchen,DEBIT CARD,1137.04,20,6,7,4.0,No,Tier 2,1,Unknown,True,909.6320000000001
ORD1359,CUST348,Home & Kitchen,CREDIT CARD,1137.04,30,6,7,1.0,No,Tier 3,1,Unknown,True,795.9279999999999
ORD1360,CUST343,Electronics,UPI,1091.185,0,5,12,4.0,Yes,Tier 1,7,Severe Delay,True,1091.185
ORD1361,CUST159,Electronics,DEBIT CARD,1091.185,30,3,3,1.0,No,Tier 3,0,On-Time,True,763.8294999999999
ORD1362,CUST212,Electronics,DEBIT CARD,1091.185,15,3,3,4.0,No,Tier 2,0,On-Time,True,927.5072499999999
ORD1363,CUST101,Home & Kitchen,CREDIT CARD,1137.04,15,6,6,5.0,Yes,Tier 1,0,On-Time,True,966.4839999999999
ORD1364,CUST228,Electronics,UPI,1091.185,0,6,6,4.0,No,Tier 1,0,On-Time,True,1091.185
ORD1365,CUST147,Electronics,CASH ON DELIVERY,1091.185,0,5,5,4.0,No,Tier 1,0,On-Time,True,1091.185
ORD1366,CUST239,Books,UPI,1146.7800000000002,10,3,10,4.0,No,Tier 2,7,Severe Delay,True,1032.1020000000003
ORD1367,CUST296,Electronics,UPI,1091.185,15,6,8,5.0,No,Tier 1,2,Unknown,True,927.5072499999999
ORD1368,CUST136,Home & Kitchen,CASH ON DELIVERY,1137.04,5,3,3,4.0,No,Tier 1,0,On-Time,True,1080.1879999999999
ORD1369,CUST259,Electronics,DEBIT CARD,1091.185,10,6,7,1.0,No,Tier 3,1,Unknown,True,982.0665
ORD1370,CUST346,Electronics,CASH ON DELIVERY,1091.185,30,2,2,4.0,No,Tier 1,0,On-Time,True,763.8294999999999
ORD1371,CUST108,Electronics,DEBIT CARD,1091.185,20,4,4,3.0,No,Tier 1,0,On-Time,True,872.948
ORD1372,CUST332,Home & Kitchen,DEBIT CARD,1137.04,30,7,8,4.0,No,Tier 2,1,Unknown,True,795.9279999999999
ORD1373,CUST198,Beauty,CASH ON DELIVERY,1194.18,5,2,2,4.0,No,Tier 2,0,On-Time,Same,1134.471
ORD1374,CUST246,Books,DEBIT CARD,1146.7800000000002,5,7,14,4.0,No,Tier 2,7,Severe Delay,True,1089.441
ORD1375,CUST147,Fashion,DEBIT CARD,1006.55,15,6,7,3.0,No,Tier 1,1,Unknown,True,855.5675
ORD1376,CUST307,Home & Kitchen,UPI,1137.04,10,4,4,2.0,No,Tier 2,0,On-Time,True,1023.336
ORD1377,CUST230,Electronics,UPI,1091.185,0,4,5,4.0,No,Tier 2,1,Unknown,True,1091.185
ORD1378,CUST247,Fashion,UPI,1006.55,5,6,6,5.0,No,Tier 1,0,On-Time,True,956.2225
ORD1379,CUST251,Beauty,UPI,1194.18,10,6,6,4.0,No,Tier 1,0,On-Time,Same,1074.7620000000002
ORD1380,CUST153,Electronics,CASH ON DELIVERY,1091.185,5,3,3,3.0,No,Tier 1,0,On-Time,True,1036.62575
ORD1381,CUST219,Electronics,CREDIT CARD,1091.185,5,6,6,5.0,Yes,Tier 1,0,On-Time,True,1036.62575
ORD1382,CUST260,Electronics,CREDIT CARD,1091.185,5,5,6,5.0,No,Tier 2,1,Unknown,True,1036.62575
ORD1383,CUST251,Electronics,CREDIT CARD,1091.185,0,6,6,3.0,Yes,Tier 2,0,On-Time,True,1091.185
ORD1384,CUST215,Electronics,UPI,1091.185,15,5,6,1.0,Yes,Tier 1,1,Unknown,True,927.5072499999999
ORD1385,CUST174,Home & Kitchen,UPI,1137.04,10,6,6,4.0,No,Tier 1,0,On-Time,True,1023.336
ORD1386,CUST212,Fashion,DEBIT CARD,1006.55,15,3,3,5.0,No,Tier 1,0,On-Time,True,855.5675
ORD1387,CUST299,Beauty,CREDIT CARD,1194.18,0,5,7,4.0,No,Tier 2,2,Unknown,Same,1194.18
ORD1388,CUST263,Books,CASH ON DELIVERY,1146.7800000000002,5,2,2,5.0,Yes,Tier 1,0,On-Time,True,1089.441
ORD1389,CUST265,Fashion,CASH ON DELIVERY,1006.55,15,5,5,4.0,No,Tier 2,0,On-Time,True,855.5675
ORD1390,CUST203,Fashion,CREDIT CARD,1006.55,10,3,3,4.0,Yes,Tier 1,0,On-Time,True,905.895
ORD1391,CUST183,Fashion,CREDIT CARD,1006.55,10,7,7,1.0,No,Tier 2,0,On-Time,True,905.895
ORD1392,CUST326,Home & Kitchen,CREDIT CARD,1137.04,5,5,4,3.0,No,Tier 3,-1,Early,True,1080.1879999999999
ORD1393,CUST211,Fashion,UPI,1006.55,30,6,7,4.0,No,Tier 1,1,Unknown,True,704.5849999999999
ORD1394,CUST316,Home & Kitchen,UPI,1137.04,5,6,6,4.0,No,Tier 2,0,On-Time,True,1080.1879999999999
ORD1395,CUST198,Fashion,UPI,1006.55,10,7,7,4.0,Yes,Tier 3,0,On-Time,True,905.895
ORD1396,CUST252,Home & Kitchen,UPI,1137.04,15,3,7,4.0,No,Tier 1,4,Severe Delay,True,966.4839999999999
ORD1397,CUST192,Fashion,CASH ON DELIVERY,1006.55,10,4,4,3.0,No,Tier 2,0,On-Time,True,905.895
ORD1398,CUST245,Fashion,CASH ON DELIVERY,1006.55,5,6,8,4.0,No,Tier 1,2,Unknown,True,956.2225
ORD1399,CUST227,Beauty,DEBIT CARD,1194.18,10,2,1,2.0,No,Tier 2,-1,Early,Same,1074.7620000000002
ORD1400,CUST209,Books,UPI,1146.7800000000002,20,3,3,3.0,Yes,Tier 1,0,On-Time,True,917.4240000000002
ORD1401,CUST181,Electronics,UPI,1091.185,5,5,7,4.0,No,Tier 3,2,Unknown,True,1036.62575
ORD1402,CUST293,Beauty,UPI,1194.18,0,5,5,4.0,No,Tier 2,0,On-Time,Same,1194.18
ORD1403,CUST153,Fashion,CASH ON DELIVERY,1006.55,5,2,3,4.0,No,Tier 2,1,Unknown,True,956.2225
ORD1404,CUST262,Beauty,UPI,1194.18,20,6,6,3.0,Yes,Tier 2,0,On-Time,Same,955.344
ORD1405,CUST307,Books,DEBIT CARD,1146.7800000000002,0,3,2,4.0,Yes,Tier 2,-1,Early,True,1146.7800000000002
ORD1406,CUST288,Fashion,UPI,1006.55,50,2,2,3.0,No,Tier 1,0,On-Time,True,503.275
ORD1407,CUST268,Electronics,CREDIT CARD,1091.185,10,6,6,3.0,No,Tier 3,0,On-Time,True,982.0665
ORD1408,CUST327,Fashion,UPI,1006.55,50,3,5,5.0,No,Tier 3,2,Unknown,True,503.275
ORD1409,CUST260,Fashion,CREDIT CARD,1006.55,30,5,5,4.0,Yes,Tier 2,0,On-Time,True,704.5849999999999
ORD1410,CUST167,Home & Kitchen,CREDIT CARD,1137.04,10,3,7,5.0,No,Tier 3,4,Severe Delay,True,1023.336
ORD1411,CUST132,Fashion,DEBIT CARD,1006.55,0,7,11,3.0,No,Tier 2,4,Severe Delay,True,1006.55
ORD1412,CUST241,Electronics,CASH ON DELIVERY,1091.185,0,4,4,5.0,No,Tier 2,0,On-Time,True,1091.185
ORD1413,CUST120,Books,UPI,1146.7800000000002,5,3,3,1.0,No,Tier 2,0,On-Time,True,1089.441
ORD1414,CUST147,Beauty,CREDIT CARD,1194.18,15,4,6,5.0,No,Tier 1,2,Unknown,Same,1015.053
ORD1415,CUST247,Fashion,UPI,1006.55,5,3,7,3.0,No,Tier 1,4,Severe Delay,True,956.2225
ORD1416,CUST347,Electronics,CASH ON DELIVERY,1091.185,5,4,4,3.0,No,Tier 1,0,On-Time,True,1036.62575
ORD1417,CUST227,Fashion,CASH ON DELIVERY,1006.55,10,7,7,4.0,Yes,Tier 2,0,On-Time,True,905.895
ORD1418,CUST235,Electronics,UPI,1091.185,30,5,5,5.0,No,Tier 1,0,On-Time,True,763.8294999999999
ORD1419,CUST234,Beauty,CASH ON DELIVERY,1194.18,0,6,7,1.0,No,Tier 1,1,Unknown,Same,1194.18
ORD1420,CUST294,Electronics,DEBIT CARD,1091.185,0,4,4,3.0,No,Tier 3,0,On-Time,True,1091.185
ORD1421,CUST244,Home & Kitchen,CREDIT CARD,1137.04,0,7,8,5.0,No,Tier 1,1,Unknown,True,1137.04
ORD1422,CUST227,Fashion,UPI,1006.55,30,4,3,3.0,No,Tier 2,-1,Early,True,704.5849999999999
ORD1423,CUST132,Home & Kitchen,DEBIT CARD,1137.04,15,5,4,2.0,No,Tier 1,-1,Early,True,966.4839999999999
ORD1424,CUST275,Home & Kitchen,UPI,1137.04,5,4,4,3.0,No,Tier 1,0,On-Time,True,1080.1879999999999
ORD1425,CUST303,Books,CREDIT CARD,1146.7800000000002,0,7,7,3.0,No,Tier 2,0,On-Time,True,1146.7800000000002
ORD1426,CUST286,Electronics,CASH ON DELIVERY,1091.185,5,7,7,5.0,No,Tier 2,0,On-Time,True,1036.62575
ORD1427,CUST214,Electronics,CREDIT CARD,1091.185,0,2,2,4.0,Yes,Tier 2,0,On-Time,True,1091.185
ORD1428,CUST313,Electronics,UPI,1091.185,30,5,5,4.0,No,Tier 1,0,On-Time,True,763.8294999999999
ORD1429,CUST218,Beauty,UPI,1194.18,20,2,2,4.0,No,Tier 2,0,On-Time,Same,955.344
ORD1430,CUST121,Beauty,UPI,1194.18,10,5,5,4.0,No,Tier 1,0,On-Time,Same,1074.7620000000002
ORD1431,CUST337,Home & Kitchen,UPI,1137.04,30,4,11,1.0,No,Tier 1,7,Severe Delay,True,795.9279999999999
ORD1432,CUST257,Home & Kitchen,CASH ON DELIVERY,1137.04,5,7,7,3.0,No,Tier 1,0,On-Time,True,1080.1879999999999
ORD1433,CUST137,Home & Kitchen,DEBIT CARD,1137.04,15,2,2,3.0,No,Tier 1,0,On-Time,True,966.4839999999999
ORD1434,CUST329,Electronics,DEBIT CARD,1091.185,30,4,4,2.0,No,Tier 1,0,On-Time,True,763.8294999999999
ORD1435,CUST208,Beauty,CREDIT CARD,1194.18,5,7,14,5.0,Yes,Tier 1,7,Severe Delay,Same,1134.471
ORD1436,CUST150,Fashion,CASH ON DELIVERY,1006.55,20,5,5,4.0,No,Tier 3,0,On-Time,True,805.24
