Order_ID,Customer_ID,Category,Payment_Method,Order_Value,Discount_Percent,Est_Delivery_Days,Actual_Delivery_Days,Customer_Rating,Returned,City_Tier
ORD1308,CUST137,Fashion,Cash on Delivery,858.62,10,5,4,3.0,No,Tier 3
ORD1309,CUST123,Fashion,Debit Card,768.45,10,7,8,4.0,Yes,Tier 2
ORD1310,CUST168,Home & Kitchen,upi,3504.68,10,4,3,3.0,No,Tier 1
ORD1311,CUST215,Fashion,Cash on Delivery,1549.23,20,3,4,4.0,No,Tier 2
ORD1312,CUST197,Electronics,upi,347.99,15,2,4,4.0,No,Tier 1
ORD1313,CUST297,Fashion,UPI,251.85,15,3,3,3.0,Yes,Tier 1
ORD1314,CUST313,Electronics,Cash on Delivery,1197.87,0,6,6,3.0,No,Tier 1
ORD1315,CUST238,Electronics,UPI,3394.05,5,4,4,3.0,No,Tier 1
ORD1316,CUST339,Fashion,Cash on Delivery,2431.39,5,4,4,3.0,No,Tier 1
ORD1317,CUST243,Fashion,Cash on Delivery,1551.85,5,2,4,4.0,No,Tier 1
ORD1318,CUST196,Beauty,UPI,,10,7,9,5.0,Yes,Tier 2
ORD1319,CUST300,Fashion,Debit Card,552.01,0,4,4,3.0,No,Tier 2
ORD1320,CUST223,Home & Kitchen,Credit Card,2700.25,5,2,3,4.0,No,Tier 1
ORD1321,CUST286,Home & Kitchen,upi,442.26,5,2,6,4.0,No,Tier 1
ORD1322,CUST169,Electronics,Cash on Delivery,591.61,30,3,7,3.0,No,Tier 2
ORD1323,CUST307,Home & Kitchen,upi,366.56,30,4,4,3.0,Yes,Tier 1
ORD1324,CUST192,Electronics,UPI,1552.82,15,2,2,5.0,No,Tier 1
ORD1325,CUST102,Beauty,upi,3658.51,30,3,3,4.0,Yes,Tier 3
ORD1326,CUST247,Electronics,UPI,575.96,20,5,9,4.0,No,Tier 2
ORD1327,CUST286,Fashion,upi,974.16,10,3,2,4.0,No,Tier 3
ORD1328,CUST263,Electronics,Credit Card,1407.26,0,3,3,1.0,No,Tier 2
ORD1329,CUST246,Beauty,Credit Card,9242.7,20,2,2,4.0,No,Tier 1
ORD1330,CUST189,Fashion,Credit Card,332.86,15,6,6,4.0,No,Tier 2
ORD1331,CUST294,Home & Kitchen,Credit Card,1028.35,15,6,6,4.0,No,Tier 1
ORD1332,CUST246,Electronics,Credit Card,783.59,20,7,14,3.0,No,Tier 1
ORD1333,CUST247,Home & Kitchen,Credit Card,2610.29,10,6,5,2.0,Yes,Tier 1
ORD1334,CUST195,Electronics,UPI,975.44,15,3,3,2.0,No,Tier 3
ORD1335,CUST298,Beauty,Cash on Delivery,341.16,30,7,6,,No,Tier 1
ORD1336,CUST151,Electronics,upi,1407.54,5,2,2,3.0,No,Tier 3
ORD1337,CUST332,Electronics,Credit Card,1967.69,15,4,4,4.0,No,Tier 3
ORD1338,CUST260,Electronics,UPI,203.46,10,3,3,1.0,No,Tier 2
ORD1339,CUST267,Fashion,UPI,2550.43,15,3,3,1.0,No,Tier 2
ORD1340,CUST227,Home & Kitchen,UPI,446.99,20,7,7,4.0,No,Tier 2
ORD1341,CUST138,Electronics,Cash on Delivery,1163.74,0,2,1,4.0,No,Tier 3
ORD1342,CUST181,Books,upi,845.01,15,5,5,4.0,No,Tier 1
ORD1343,CUST203,Fashion,Cash on Delivery,1726.08,5,3,7,3.0,No,Tier 2
ORD1344,CUST228,Fashion,Debit Card,756.66,15,5,9,4.0,No,Tier 2
ORD1345,CUST110,Fashion,UPI,2646.08,10,5,5,2.0,Yes,Tier 3
ORD1346,CUST319,Fashion,Debit Card,1773.41,20,6,6,2.0,No,Tier 2
ORD1347,CUST284,Home & Kitchen,Credit Card,1451.97,0,2,6,4.0,No,Tier 2
ORD1348,CUST316,Electronics,Credit Card,2108.98,15,5,4,3.0,No,Tier 2
ORD1349,CUST277,Electronics,Cash on Delivery,1883.02,5,2,4,3.0,No,Tier 3
ORD1350,CUST250,Beauty,upi,243.92,30,6,10,4.0,No,Tier 2
ORD1351,CUST258,Beauty,Debit Card,802.51,30,2,1,4.0,No,Tier 1
ORD1352,CUST321,Fashion,upi,3405.03,50,3,3,5.0,No,Tier 2
ORD1353,CUST141,Fashion,Cash on Delivery,361.23,20,5,9,3.0,No,Tier 3
ORD1354,CUST198,Home & Kitchen,Credit Card,1803.16,20,2,2,1.0,No,Tier 2
ORD1355,CUST106,Fashion,upi,4607.22,5,4,3,3.0,No,Tier 3
ORD1356,CUST243,Electronics,upi,264.33,5,2,2,,No,Tier 1
ORD1357,CUST189,Electronics,Credit Card,1575.58,10,5,5,4.0,No,Tier 2
ORD1358,CUST211,Home & Kitchen,Debit Card,957.68,20,6,7,4.0,No,Tier 2
ORD1359,CUST348,Home & Kitchen,Credit Card,1238.65,30,6,7,1.0,No,Tier 3
ORD1360,CUST343,Electronics,upi,307.05,0,5,12,4.0,Yes,Tier 1
ORD1361,CUST159,Electronics,Debit Card,252.75,30,3,3,1.0,No,Tier 3
ORD1362,CUST212,Electronics,Debit Card,1519.05,15,3,3,4.0,No,Tier 2
ORD1363,CUST101,Home & Kitchen,Credit Card,2280.03,15,6,6,5.0,Yes,Tier 1
ORD1364,CUST228,Electronics,upi,2028.0,0,6,6,,No,Tier 1
ORD1365,CUST147,Electronics,Cash on Delivery,1141.8,0,5,5,4.0,No,Tier 1
ORD1366,CUST239,Books,upi,326.26,10,3,10,4.0,No,Tier 2
ORD1367,CUST296,Electronics,UPI,1597.87,15,6,8,5.0,No,Tier 1
ORD1368,CUST136,Home & Kitchen,Cash on Delivery,532.31,5,3,3,4.0,No,Tier 1
ORD1369,CUST259,Electronics,Debit Card,3103.87,10,6,7,1.0,No,Tier 3
ORD1370,CUST346,Electronics,Cash on Delivery,2386.16,30,2,2,4.0,No,Tier 1
ORD1371,CUST108,Electronics,Debit Card,1682.9,20,4,4,3.0,No,Tier 1
ORD1372,CUST332,Home & Kitchen,Debit Card,3767.5,30,7,8,4.0,No,Tier 2
ORD1373,CUST198,Beauty,Cash on Delivery,238.31,5,2,2,4.0,No,Tier 2
ORD1374,CUST246,Books,Debit Card,1799.08,5,7,14,4.0,No,Tier 2
ORD1375,CUST147,Fashion,Debit Card,681.01,15,6,7,3.0,No,Tier 1
ORD1376,CUST307,Home & Kitchen,UPI,3038.19,10,4,4,2.0,No,Tier 2
ORD1377,CUST230,Electronics,upi,572.2,0,4,5,4.0,No,Tier 2
ORD1378,CUST247,Fashion,upi,1748.55,5,6,6,5.0,No,Tier 1
ORD1379,CUST251,Beauty,UPI,2721.01,10,6,6,4.0,No,Tier 1
ORD1380,CUST153,Electronics,Cash on Delivery,251.06,5,3,3,3.0,No,Tier 1
ORD1381,CUST219,Electronics,Credit Card,808.3,5,6,6,5.0,Yes,Tier 1
ORD1382,CUST260,Electronics,Credit Card,1924.14,5,5,6,5.0,No,Tier 2
ORD1383,CUST251,Electronics,Credit Card,928.18,0,6,6,3.0,Yes,Tier 2
ORD1384,CUST215,Electronics,UPI,573.15,15,5,6,1.0,Yes,Tier 1
ORD1385,CUST174,Home & Kitchen,UPI,497.85,10,6,6,4.0,No,Tier 1
ORD1386,CUST212,Fashion,Debit Card,369.21,15,3,3,5.0,No,Tier 1
ORD1387,CUST299,Beauty,Credit Card,2534.98,0,5,7,,No,Tier 2
ORD1388,CUST263,Books,Cash on Delivery,1227.8,5,2,2,5.0,Yes,Tier 1
ORD1389,CUST265,Fashion,Cash on Delivery,295.35,15,5,5,4.0,No,Tier 2
ORD1390,CUST203,Fashion,Credit Card,778.65,10,3,3,4.0,Yes,Tier 1
ORD1391,CUST183,Fashion,Credit Card,750.13,10,7,7,1.0,No,Tier 2
ORD1392,CUST326,Home & Kitchen,Credit Card,440.69,5,5,4,3.0,No,Tier 3
ORD1393,CUST211,Fashion,UPI,886.19,30,6,7,4.0,No,Tier 1
ORD1394,CUST316,Home & Kitchen,UPI,684.34,5,6,6,4.0,No,Tier 2
ORD1395,CUST198,Fashion,UPI,701.9,10,7,7,4.0,Yes,Tier 3
ORD1396,CUST252,Home & Kitchen,upi,,15,3,7,4.0,No,Tier 1
ORD1397,CUST192,Fashion,Cash on Delivery,503.18,10,4,4,3.0,No,Tier 2
ORD1398,CUST245,Fashion,Cash on Delivery,1432.2,5,6,8,4.0,No,Tier 1
ORD1399,CUST227,Beauty,Debit Card,1214.58,10,2,1,2.0,No,Tier 2
ORD1400,CUST209,Books,UPI,1207.45,20,3,3,3.0,Yes,Tier 1
ORD1401,CUST181,Electronics,upi,1505.23,5,5,7,4.0,No,Tier 3
ORD1402,CUST293,Beauty,upi,1153.9,0,5,5,4.0,No,Tier 2
ORD1403,CUST153,Fashion,Cash on Delivery,2736.89,5,2,3,,No,Tier 2
ORD1404,CUST262,Beauty,UPI,1550.86,20,6,6,3.0,Yes,Tier 2
ORD1405,CUST307,Books,Debit Card,1150.14,0,3,2,4.0,Yes,Tier 2
ORD1406,CUST288,Fashion,UPI,2324.68,50,2,2,3.0,No,Tier 1
ORD1407,CUST268,Electronics,Credit Card,1318.13,10,6,6,3.0,No,Tier 3
ORD1408,CUST327,Fashion,UPI,612.92,50,3,5,5.0,No,Tier 3
ORD1409,CUST260,Fashion,Credit Card,478.46,30,5,5,4.0,Yes,Tier 2
ORD1410,CUST167,Home & Kitchen,Credit Card,398.31,10,3,7,5.0,No,Tier 3
ORD1411,CUST132,Fashion,Debit Card,2956.58,0,7,11,3.0,No,Tier 2
ORD1412,CUST241,Electronics,Cash on Delivery,1686.01,0,4,4,5.0,No,Tier 2
ORD1413,CUST120,Books,UPI,3524.77,5,3,3,1.0,No,Tier 2
ORD1414,CUST147,Beauty,Credit Card,1309.47,15,4,6,5.0,No,Tier 1
ORD1415,CUST247,Fashion,UPI,969.58,5,3,7,3.0,No,Tier 1
ORD1416,CUST347,Electronics,Cash on Delivery,273.89,5,4,4,3.0,No,Tier 1
ORD1417,CUST227,Fashion,Cash on Delivery,1536.38,10,7,7,4.0,Yes,Tier 2
ORD1418,CUST235,Electronics,upi,1247.33,30,5,5,5.0,No,Tier 1
ORD1419,CUST234,Beauty,Cash on Delivery,5751.54,0,6,7,1.0,No,Tier 1
ORD1420,CUST294,Electronics,Debit Card,528.0,0,4,4,3.0,No,Tier 3
ORD1421,CUST244,Home & Kitchen,Credit Card,1107.91,0,7,8,5.0,No,Tier 1
ORD1422,CUST227,Fashion,upi,1463.07,30,4,3,3.0,No,Tier 2
ORD1423,CUST132,Home & Kitchen,Debit Card,1441.38,15,5,4,2.0,No,Tier 1
ORD1424,CUST275,Home & Kitchen,UPI,1188.71,5,4,4,3.0,No,Tier 1
ORD1425,CUST303,Books,Credit Card,2000.31,0,7,7,3.0,No,Tier 2
ORD1426,CUST286,Electronics,Cash on Delivery,475.27,5,7,7,5.0,No,Tier 2
ORD1427,CUST214,Electronics,Credit Card,1751.92,0,2,2,4.0,Yes,Tier 2
ORD1428,CUST313,Electronics,UPI,1360.26,30,5,5,4.0,No,Tier 1
ORD1429,CUST218,Beauty,upi,2916.9,20,2,2,,No,Tier 2
ORD1430,CUST121,Beauty,upi,2454.31,10,5,5,4.0,No,Tier 1
ORD1431,CUST337,Home & Kitchen,upi,654.26,30,4,11,1.0,No,Tier 1
ORD1432,CUST257,Home & Kitchen,Cash on Delivery,587.95,5,7,7,3.0,No,Tier 1
ORD1433,CUST137,Home & Kitchen,Debit Card,4997.97,15,2,2,3.0,No,Tier 1
ORD1434,CUST329,Electronics,Debit Card,1099.06,30,4,4,2.0,No,Tier 1
ORD1435,CUST208,Beauty,Credit Card,3042.74,5,7,14,5.0,Yes,Tier 1
ORD1436,CUST150,Fashion,Cash on Delivery,414.78,20,5,5,4.0,No,Tier 3
ORD1437,CUST281,Fashion,upi,1435.41,5,7,8,3.0,No,Tier 1
ORD1438,CUST107,Fashion,upi,2191.99,5,4,5,4.0,No,Tier 1
ORD1439,CUST126,Electronics,UPI,3733.94,0,2,3,4.0,No,Tier 1
ORD1440,CUST126,Electronics,UPI,693.79,10,2,1,5.0,No,Tier 2
ORD1441,CUST325,Home & Kitchen,upi,1749.1,15,7,8,5.0,No,Tier 1
ORD1442,CUST120,Electronics,upi,1128.74,30,4,3,4.0,No,Tier 3
ORD1443,CUST129,Home & Kitchen,Cash on Delivery,275.05,15,3,3,4.0,Yes,Tier 3
ORD1444,CUST196,Electronics,Debit Card,1605.42,30,5,6,4.0,No,Tier 1
ORD1445,CUST127,Fashion,UPI,1605.79,20,5,5,4.0,No,Tier 2
ORD1446,CUST210,Fashion,Debit Card,3401.56,0,4,6,2.0,No,Tier 1
ORD1447,CUST291,Fashion,Cash on Delivery,1025.34,10,3,2,2.0,No,Tier 2
ORD1448,CUST324,Home & Kitchen,upi,514.03,0,2,4,4.0,Yes,Tier 1
ORD1449,CUST296,Fashion,Debit Card,254.7,15,6,6,3.0,No,Tier 1
ORD1450,CUST160,Home & Kitchen,upi,844.69,30,6,6,1.0,Yes,Tier 1
ORD1451,CUST147,Fashion,upi,631.3,0,4,3,4.0,Yes,Tier 2
ORD1452,CUST246,Home & Kitchen,Credit Card,1917.99,15,3,7,1.0,No,Tier 1
ORD1453,CUST103,Beauty,Debit Card,724.84,15,3,2,4.0,No,Tier 1
ORD1454,CUST134,Home & Kitchen,Debit Card,3772.79,10,5,5,4.0,No,Tier 2
ORD1455,CUST291,Electronics,upi,4134.04,5,2,2,,No,Tier 2
ORD1456,CUST148,Electronics,Cash on Delivery,1363.97,5,7,8,4.0,No,Tier 3
ORD1457,CUST116,Fashion,Credit Card,3368.36,0,3,3,1.0,No,Tier 1
ORD1458,CUST271,Home & Kitchen,upi,1916.82,5,7,6,4.0,Yes,Tier 2
ORD1459,CUST319,Electronics,UPI,1149.86,0,6,6,5.0,No,Tier 2
ORD1460,CUST257,Fashion,UPI,438.59,10,7,7,,No,Tier 1
ORD1461,CUST320,Home & Kitchen,Credit Card,936.31,0,2,2,3.0,No,Tier 2
ORD1462,CUST145,Fashion,Cash on Delivery,1187.56,30,2,2,3.0,No,Tier 1
ORD1463,CUST216,Books,upi,2593.78,10,7,8,5.0,No,Tier 3
ORD1464,CUST105,Electronics,Debit Card,987.79,15,4,4,2.0,No,Tier 1
ORD1465,CUST198,Electronics,Credit Card,2935.52,10,3,3,4.0,No,Tier 2
ORD1466,CUST223,Home & Kitchen,Cash on Delivery,1546.31,10,4,4,3.0,No,Tier 1
ORD1467,CUST332,Fashion,Debit Card,376.81,30,7,14,1.0,No,Tier 3
ORD1468,CUST136,Home & Kitchen,UPI,6553.52,0,3,7,3.0,No,Tier 1
ORD1469,CUST123,Fashion,UPI,1098.98,5,5,7,3.0,No,Tier 3
ORD1470,CUST192,Electronics,Debit Card,796.82,20,4,4,4.0,No,Tier 3
ORD1471,CUST340,Books,Credit Card,1491.45,0,4,3,5.0,No,Tier 1
ORD1472,CUST145,Books,UPI,338.35,0,7,7,3.0,No,Tier 3
ORD1473,CUST280,Home & Kitchen,upi,1414.5,5,6,6,5.0,No,Tier 3
ORD1474,CUST194,Fashion,Debit Card,1027.55,0,7,7,1.0,No,Tier 1
ORD1475,CUST198,Home & Kitchen,Debit Card,826.41,10,4,5,4.0,No,Tier 1
ORD1476,CUST287,Fashion,UPI,3869.64,5,3,5,1.0,No,Tier 2
ORD1477,CUST324,Electronics,Credit Card,1087.13,30,6,8,5.0,No,Tier 1
ORD1478,CUST215,Beauty,upi,496.8,20,7,7,4.0,No,Tier 1
ORD1479,CUST290,Electronics,Credit Card,,15,7,8,4.0,No,Tier 1
ORD1480,CUST312,Beauty,Cash on Delivery,3221.72,15,4,4,5.0,Yes,Tier 1
ORD1481,CUST259,Fashion,Cash on Delivery,432.44,30,4,3,4.0,No,Tier 1
ORD1482,CUST314,Electronics,UPI,488.89,5,5,6,,No,Tier 1
ORD1483,CUST260,Fashion,UPI,215.74,30,7,6,4.0,No,Tier 3
ORD1484,CUST166,Beauty,UPI,217.15,20,4,4,5.0,No,Tier 2
ORD1485,CUST227,Home & Kitchen,Cash on Delivery,2322.06,15,2,2,4.0,No,Tier 1
ORD1486,CUST117,Books,Credit Card,1780.67,10,6,7,2.0,Yes,Tier 2
ORD1487,CUST124,Home & Kitchen,Credit Card,726.28,5,2,3,4.0,No,Tier 2
ORD1488,CUST333,Home & Kitchen,UPI,1638.03,10,6,6,2.0,No,Tier 3
ORD1489,CUST322,Books,upi,803.44,20,7,9,4.0,No,Tier 1
ORD1490,CUST153,Electronics,Credit Card,3866.5,0,5,5,4.0,Yes,Tier 1
ORD1491,CUST157,Fashion,Cash on Delivery,4295.41,20,4,4,4.0,No,Tier 3
ORD1492,CUST166,Electronics,Debit Card,798.66,5,4,5,1.0,No,Tier 3
ORD1493,CUST203,Beauty,Debit Card,2510.8,0,4,5,2.0,No,Tier 2
ORD1494,CUST273,Beauty,Debit Card,1979.84,0,7,14,4.0,No,Tier 2
ORD1495,CUST123,Electronics,upi,645.28,0,6,6,,No,Tier 1
ORD1496,CUST213,Home & Kitchen,UPI,516.82,10,4,5,3.0,No,Tier 2
ORD1497,CUST131,Beauty,Cash on Delivery,935.51,5,2,3,3.0,No,Tier 1
ORD1498,CUST274,Electronics,upi,2024.33,50,4,8,4.0,No,Tier 1
ORD1499,CUST185,Home & Kitchen,Cash on Delivery,4067.7,10,7,7,4.0,Yes,Tier 3
ORD1500,CUST250,Beauty,Cash on Delivery,1930.57,0,5,6,3.0,No,Tier 1
ORD1501,CUST293,Electronics,UPI,2518.94,15,2,2,3.0,No,Tier 2
ORD1502,CUST226,Home & Kitchen,Debit Card,1308.78,30,4,4,3.0,No,Tier 3
ORD1503,CUST254,Fashion,UPI,2365.14,15,4,4,,No,Tier 1
ORD1504,CUST333,Beauty,upi,2041.31,0,3,3,2.0,Yes,Tier 3
ORD1505,CUST229,Beauty,upi,767.82,30,6,6,3.0,Yes,Tier 3
ORD1506,CUST317,Beauty,upi,1163.53,20,2,4,1.0,No,Tier 2
ORD1507,CUST116,Fashion,UPI,2160.19,0,3,3,3.0,No,Tier 1
ORD1508,CUST203,Beauty,Cash on Delivery,,0,5,6,4.0,No,Tier 1
ORD1509,CUST260,Books,Cash on Delivery,2180.81,10,6,6,3.0,No,Tier 1
ORD1510,CUST236,Fashion,Credit Card,435.05,0,2,1,2.0,No,Tier 1
ORD1511,CUST142,Books,upi,1067.55,20,4,4,4.0,Yes,Tier 1
ORD1512,CUST345,Electronics,Cash on Delivery,2182.03,5,2,2,1.0,Yes,Tier 3
ORD1513,CUST275,Home & Kitchen,Credit Card,551.35,30,4,4,2.0,No,Tier 1
ORD1514,CUST138,Electronics,Cash on Delivery,538.53,10,6,6,5.0,No,Tier 2
ORD1515,CUST320,Electronics,upi,818.53,0,4,4,4.0,No,Tier 1
ORD1516,CUST269,Electronics,Debit Card,2900.48,0,5,5,5.0,No,Tier 2
ORD1517,CUST346,Home & Kitchen,upi,200.53,10,7,7,5.0,No,Tier 3
ORD1518,CUST125,Fashion,UPI,2979.82,20,4,4,4.0,No,Tier 1
ORD1519,CUST198,Home & Kitchen,Cash on Delivery,400.41,20,5,4,1.0,No,Tier 1
ORD1520,CUST149,Electronics,Cash on Delivery,5736.61,5,7,11,4.0,No,Tier 2
ORD1521,CUST252,Fashion,UPI,3917.24,5,6,8,5.0,Yes,Tier 2
ORD1522,CUST251,Fashion,UPI,1019.06,0,6,7,4.0,Yes,Tier 2
ORD1523,CUST112,Books,Debit Card,1062.7,15,2,1,4.0,No,Tier 1
ORD1524,CUST159,Fashion,Cash on Delivery,988.29,0,5,6,3.0,No,Tier 1
ORD1525,CUST349,Home & Kitchen,Cash on Delivery,1410.89,10,5,7,5.0,No,Tier 3
ORD1526,CUST234,Beauty,Debit Card,314.12,15,3,4,4.0,No,Tier 3
ORD1527,CUST156,Home & Kitchen,Credit Card,239.79,30,3,2,,No,Tier 2
ORD1528,CUST135,Electronics,Debit Card,271.32,5,7,8,2.0,Yes,Tier 3
ORD1529,CUST272,Electronics,upi,905.17,5,7,9,3.0,No,Tier 2
ORD1530,CUST119,Beauty,Cash on Delivery,586.81,15,3,3,3.0,No,Tier 1
ORD1531,CUST164,Electronics,UPI,1367.56,15,7,8,4.0,No,Tier 1
ORD1532,CUST107,Beauty,upi,6062.22,5,4,4,2.0,No,Tier 1
ORD1533,CUST337,Fashion,Cash on Delivery,785.94,30,3,3,1.0,No,Tier 2
ORD1534,CUST243,Beauty,Debit Card,1223.53,20,5,4,,No,Tier 1
ORD1535,CUST241,Books,upi,844.61,5,4,5,1.0,No,Tier 1
ORD1536,CUST303,Beauty,Cash on Delivery,2454.91,5,7,6,5.0,No,Tier 2
ORD1537,CUST214,Fashion,Credit Card,2990.24,10,6,6,3.0,No,Tier 2
ORD1538,CUST314,Books,Credit Card,2718.16,20,2,2,5.0,No,Tier 2
ORD1539,CUST242,Fashion,UPI,4596.89,0,3,3,4.0,Yes,Tier 3
ORD1540,CUST191,Fashion,Cash on Delivery,233.49,15,6,5,5.0,Yes,Tier 1
ORD1541,CUST197,Home & Kitchen,Credit Card,2397.72,15,7,8,5.0,No,Tier 2
ORD1542,CUST165,Beauty,Debit Card,1872.09,5,5,6,1.0,No,Tier 2
ORD1543,CUST131,Beauty,Cash on Delivery,511.6,15,2,2,1.0,No,Tier 2
ORD1544,CUST314,Books,Debit Card,3957.04,30,6,5,3.0,No,Tier 1
ORD1545,CUST290,Fashion,Debit Card,392.45,0,2,1,4.0,No,Tier 1
ORD1546,CUST185,Fashion,Credit Card,1565.63,5,3,5,5.0,No,Tier 3
ORD1547,CUST150,Home & Kitchen,Cash on Delivery,505.7,10,7,7,4.0,No,Tier 2
ORD1548,CUST252,Electronics,upi,877.45,30,5,5,4.0,No,Tier 3
ORD1549,CUST285,Electronics,Credit Card,1723.96,50,7,6,2.0,No,Tier 2
ORD1550,CUST162,Fashion,Credit Card,1194.28,10,2,3,5.0,Yes,Tier 2
ORD1551,CUST289,Fashion,Cash on Delivery,869.29,20,6,8,,No,Tier 3
ORD1552,CUST224,Fashion,Cash on Delivery,674.03,10,3,5,3.0,No,Tier 2
ORD1553,CUST249,Electronics,Debit Card,2396.55,10,3,4,4.0,Yes,Tier 1
ORD1554,CUST157,Electronics,Cash on Delivery,386.32,5,7,6,2.0,Yes,Tier 2
ORD1555,CUST157,Electronics,Debit Card,874.76,5,6,5,4.0,No,Tier 3
ORD1556,CUST185,Beauty,Credit Card,3009.06,5,6,5,4.0,No,Tier 1
ORD1557,CUST148,Fashion,UPI,2443.79,10,2,2,2.0,No,Tier 1
ORD1558,CUST279,Fashion,upi,814.88,0,7,6,3.0,No,Tier 1
ORD1559,CUST269,Home & Kitchen,Credit Card,1928.18,30,7,7,3.0,No,Tier 3
ORD1560,CUST169,Electronics,Cash on Delivery,2279.02,0,4,4,4.0,No,Tier 1
ORD1561,CUST114,Beauty,upi,2836.65,5,7,11,4.0,No,Tier 2
ORD1562,CUST153,Books,UPI,1143.65,10,3,4,1.0,No,Tier 1
ORD1563,CUST334,Electronics,UPI,474.48,15,2,4,4.0,No,Tier 1
ORD1564,CUST287,Fashion,Debit Card,553.74,0,6,7,4.0,No,Tier 2
ORD1565,CUST200,Beauty,upi,620.65,5,7,6,3.0,No,Tier 1
ORD1566,CUST324,Beauty,Debit Card,1281.1,50,2,3,1.0,No,Tier 2
ORD1567,CUST107,Fashion,Credit Card,240.03,5,7,7,4.0,No,Tier 2
ORD1568,CUST152,Home & Kitchen,upi,1412.86,5,6,7,,No,Tier 3
ORD1569,CUST159,Electronics,Credit Card,743.74,20,5,5,3.0,No,Tier 1
ORD1570,CUST335,Beauty,Debit Card,619.88,0,6,13,3.0,No,Tier 3
ORD1571,CUST207,Electronics,upi,2739.29,10,6,6,2.0,Yes,Tier 2
ORD1572,CUST104,Beauty,Debit Card,939.43,5,6,6,4.0,No,Tier 3
ORD1573,CUST202,Home & Kitchen,upi,319.85,5,7,11,2.0,No,Tier 2
ORD1574,CUST295,Home & Kitchen,Debit Card,2303.6,5,4,3,3.0,No,Tier 2
ORD1575,CUST105,Fashion,UPI,,0,6,7,4.0,No,Tier 3
ORD1576,CUST208,Electronics,Debit Card,1756.84,5,3,4,4.0,Yes,Tier 3
ORD1577,CUST323,Electronics,UPI,1984.17,0,3,5,3.0,No,Tier 1
ORD1578,CUST215,Electronics,Debit Card,721.75,20,2,9,3.0,Yes,Tier 1
ORD1579,CUST193,Electronics,upi,2290.11,5,4,11,4.0,No,Tier 1
ORD1580,CUST146,Books,upi,1069.96,10,2,1,1.0,No,Tier 1
ORD1581,CUST198,Fashion,upi,946.77,30,3,5,1.0,Yes,Tier 1
ORD1582,CUST154,Electronics,Cash on Delivery,255.76,15,3,4,5.0,No,Tier 1
ORD1583,CUST267,Beauty,Credit Card,611.04,0,5,6,1.0,Yes,Tier 3
ORD1584,CUST151,Beauty,upi,3408.55,30,6,5,4.0,Yes,Tier 1
ORD1585,CUST243,Beauty,UPI,796.75,5,3,4,5.0,No,Tier 2
ORD1586,CUST112,Beauty,upi,1149.44,0,7,14,3.0,No,Tier 1
ORD1587,CUST213,Electronics,Cash on Delivery,1111.2,20,7,11,3.0,No,Tier 1
ORD1588,CUST223,Fashion,UPI,1271.18,10,2,2,4.0,No,Tier 1
ORD1589,CUST205,Books,Cash on Delivery,275.95,10,2,1,5.0,No,Tier 1
ORD1590,CUST257,Home & Kitchen,UPI,739.63,5,6,6,5.0,No,Tier 2
ORD1591,CUST246,Electronics,Debit Card,1741.04,10,6,8,4.0,Yes,Tier 3
ORD1592,CUST244,Books,Credit Card,468.61,5,5,6,2.0,Yes,Tier 1
ORD1593,CUST219,Electronics,Credit Card,473.15,30,4,4,4.0,No,Tier 2
ORD1594,CUST162,Electronics,Cash on Delivery,212.17,5,2,1,3.0,No,Tier 2
ORD1595,CUST118,Fashion,Credit Card,890.4,30,6,6,4.0,No,Tier 3
ORD1596,CUST191,Home & Kitchen,Cash on Delivery,2771.98,10,2,2,1.0,No,Tier 2
ORD1597,CUST157,Home & Kitchen,Cash on Delivery,263.96,20,6,10,2.0,No,Tier 2
ORD1598,CUST282,Electronics,Cash on Delivery,454.52,15,3,4,4.0,Yes,Tier 2
ORD1599,CUST189,Beauty,Credit Card,645.42,15,2,2,4.0,No,Tier 3
ORD1600,CUST328,Fashion,Cash on Delivery,1778.89,5,3,3,3.0,No,Tier 1
ORD1601,CUST317,Electronics,Credit Card,1428.1,5,2,1,3.0,No,Tier 1
ORD1602,CUST216,Beauty,Cash on Delivery,845.31,5,4,11,5.0,No,Tier 3
ORD1603,CUST161,Beauty,upi,1907.89,30,5,5,4.0,Yes,Tier 2
ORD1604,CUST122,Beauty,Cash on Delivery,1328.8,20,7,7,3.0,No,Tier 2
ORD1605,CUST226,Books,UPI,2916.51,10,7,7,2.0,No,Tier 2
ORD1606,CUST236,Home & Kitchen,Cash on Delivery,2244.67,0,7,8,3.0,Yes,Tier 1
ORD1607,CUST239,Home & Kitchen,Debit Card,549.73,5,3,4,5.0,No,Tier 2
ORD1608,CUST344,Electronics,Cash on Delivery,580.02,15,6,7,4.0,No,Tier 2
ORD1609,CUST228,Fashion,UPI,360.73,10,7,7,4.0,No,Tier 1
ORD1610,CUST157,Fashion,UPI,693.11,20,4,4,4.0,Yes,Tier 2
ORD1611,CUST221,Fashion,Credit Card,9431.41,50,7,6,3.0,No,Tier 3
ORD1612,CUST100,Home & Kitchen,upi,824.55,0,2,3,5.0,No,Tier 1
ORD1613,CUST338,Fashion,Cash on Delivery,498.91,10,3,2,4.0,No,Tier 2
ORD1614,CUST133,Electronics,Credit Card,1925.02,10,2,2,2.0,No,Tier 1
ORD1615,CUST195,Electronics,upi,1138.3,5,2,4,2.0,No,Tier 2
ORD1616,CUST225,Home & Kitchen,Cash on Delivery,394.46,0,2,4,4.0,No,Tier 1
