Order_ID,Customer_ID,Category,Payment_Method,Order_Value,Discount_Percent,Est_Delivery_Days,Actual_Delivery_Days,Customer_Rating,Returned,City_Tier,Delivery_Delay,Fulfillment_Status,High_Value_Order,Net_Revenue,Severe_Delay,Customer_Segment
ORD1192,CUST162,Books,CREDIT CARD,1146.7800000000002,15,2,6,4.0,No,Tier 3,4,Severe Delay,True,974.763,True,Loyal & Satisfied
ORD1193,CUST195,Home & Kitchen,UPI,1137.04,30,4,5,1.0,No,Tier 1,1,Unknown,True,795.9279999999999,False,Standard Order
ORD1194,CUST330,Fashion,UPI,1006.55,20,4,8,5.0,No,Tier 1,4,Severe Delay,True,805.24,True,Standard Order
ORD1195,CUST340,Fashion,UPI,1006.55,0,7,8,4.0,No,Tier 1,1,Unknown,True,1006.55,False,Standard Order
ORD1196,CUST151,Fashion,DEBIT CARD,1006.55,5,7,7,3.0,No,Tier 3,0,On-Time,True,956.2225,False,Standard Order
ORD1197,CUST195,Beauty,UPI,1194.18,10,4,8,2.0,No,Tier 2,4,Severe Delay,Same,1074.7620000000002,True,Standard Order
ORD1198,CUST231,Books,DEBIT CARD,1146.7800000000002,5,3,3,2.0,No,Tier 1,0,On-Time,True,1089.441,False,Standard Order
ORD1199,CUST321,Beauty,CASH ON DELIVERY,1194.18,15,5,5,4.0,No,Tier 3,0,On-Time,Same,1015.053,False,Loyal & Satisfied
ORD1200,CUST328,Electronics,CREDIT CARD,1091.185,30,5,6,4.0,No,Tier 1,1,Unknown,True,763.8294999999999,False,Standard Order
ORD1201,CUST250,Home & Kitchen,UPI,1137.04,5,5,6,4.0,No,Tier 1,1,Unknown,True,1080.188,False,Loyal & Satisfied
ORD1202,CUST330,Beauty,DEBIT CARD,1194.18,10,5,9,5.0,Yes,Tier 1,4,Severe Delay,Same,1074.7620000000002,True,Standard Order
ORD1203,CUST336,Electronics,UPI,1091.185,20,4,4,4.0,No,Tier 1,0,On-Time,True,872.948,False,Standard Order
ORD1204,CUST242,Electronics,DEBIT CARD,1091.185,10,2,3,2.0,No,Tier 1,1,Unknown,True,982.0665,False,Standard Order
ORD1205,CUST270,Home & Kitchen,UPI,1137.04,0,4,5,3.0,Yes,Tier 2,1,Unknown,True,1137.04,False,Standard Order
ORD1206,CUST128,Home & Kitchen,DEBIT CARD,1137.04,10,5,4,5.0,No,Tier 1,-1,Early,True,1023.336,False,Loyal & Satisfied
ORD1207,CUST135,Books,UPI,1146.7800000000002,0,4,4,3.0,No,Tier 2,0,On-Time,True,1146.7800000000002,False,Standard Order
ORD1208,CUST112,Electronics,CASH ON DELIVERY,1091.185,30,5,5,1.0,No,Tier 1,0,On-Time,True,763.8294999999999,False,Standard Order
ORD1209,CUST259,Books,UPI,1146.7800000000002,0,6,6,4.0,No,Tier 1,0,On-Time,True,1146.7800000000002,False,Loyal & Satisfied
ORD1210,CUST170,Electronics,UPI,1091.185,10,7,14,3.0,Yes,Tier 1,7,Severe Delay,True,982.0665,True,Standard Order
ORD1211,CUST286,Electronics,CREDIT CARD,1091.185,10,2,3,5.0,No,Tier 3,1,Unknown,True,982.0665,False,Standard Order
ORD1212,CUST342,Electronics,UPI,1091.185,50,6,7,4.0,Yes,Tier 1,1,Unknown,True,545.5925,False,High-Risk Transaction
ORD1213,CUST185,Books,CREDIT CARD,1146.7800000000002,0,3,10,2.0,No,Tier 2,7,Severe Delay,True,1146.7800000000002,True,Standard Order
ORD1214,CUST127,Home & Kitchen,UPI,1137.04,0,4,4,5.0,No,Tier 1,0,On-Time,True,1137.04,False,Loyal & Satisfied
ORD1215,CUST165,Fashion,CREDIT CARD,1006.55,0,3,5,3.0,No,Tier 1,2,Unknown,True,1006.55,False,Standard Order
ORD1216,CUST269,Fashion,CASH ON DELIVERY,1006.55,0,4,4,3.0,No,Tier 1,0,On-Time,True,1006.55,False,Standard Order
ORD1217,CUST144,Beauty,CREDIT CARD,1194.18,5,7,9,3.0,No,Tier 1,2,Unknown,Same,1134.471,False,Standard Order
ORD1218,CUST161,Fashion,UPI,1006.55,15,6,6,1.0,No,Tier 1,0,On-Time,True,855.5675,False,Standard Order
ORD1219,CUST284,Books,CASH ON DELIVERY,1146.7800000000002,5,7,11,4.0,No,Tier 1,4,Severe Delay,True,1089.441,True,Loyal & Satisfied
ORD1220,CUST344,Fashion,DEBIT CARD,1006.55,0,5,5,2.0,Yes,Tier 2,0,On-Time,True,1006.55,False,Standard Order
ORD1221,CUST233,Fashion,DEBIT CARD,1006.55,20,7,7,3.0,No,Tier 1,0,On-Time,True,805.24,False,Standard Order
ORD1222,CUST127,Fashion,CREDIT CARD,1006.55,5,7,8,3.0,No,Tier 2,1,Unknown,True,956.2225,False,Standard Order
ORD1223,CUST127,Fashion,CREDIT CARD,1006.55,5,5,5,4.0,Yes,Tier 1,0,On-Time,True,956.2225,False,Standard Order
ORD1224,CUST207,Home & Kitchen,UPI,1137.04,5,4,5,5.0,No,Tier 2,1,Unknown,True,1080.188,False,Loyal & Satisfied
ORD1225,CUST143,Fashion,UPI,1006.55,50,5,5,2.0,No,Tier 2,0,On-Time,True,503.275,False,Standard Order
ORD1226,CUST183,Electronics,UPI,1091.185,0,6,7,3.0,No,Tier 1,1,Unknown,True,1091.185,False,Standard Order
ORD1227,CUST129,Beauty,UPI,1194.18,30,7,7,3.0,No,Tier 1,0,On-Time,Same,835.926,False,Standard Order
ORD1228,CUST289,Fashion,UPI,1006.55,20,5,4,2.0,No,Tier 2,-1,Early,True,805.24,False,Standard Order
ORD1229,CUST174,Fashion,CASH ON DELIVERY,1006.55,0,7,7,4.0,No,Tier 3,0,On-Time,True,1006.55,False,Standard Order
ORD1230,CUST227,Beauty,CREDIT CARD,1194.18,50,6,6,4.0,No,Tier 1,0,On-Time,Same,597.09,False,Loyal & Satisfied
ORD1231,CUST349,Home & Kitchen,CASH ON DELIVERY,1137.04,5,3,3,2.0,Yes,Tier 1,0,On-Time,True,1080.188,False,Standard Order
ORD1232,CUST346,Electronics,UPI,1091.185,0,6,6,3.0,No,Tier 3,0,On-Time,True,1091.185,False,Standard Order
ORD1233,CUST191,Beauty,CASH ON DELIVERY,1194.18,20,2,2,2.0,No,Tier 1,0,On-Time,Same,955.344,False,Standard Order
ORD1234,CUST316,Home & Kitchen,CASH ON DELIVERY,1137.04,15,2,1,4.0,No,Tier 2,-1,Early,True,966.484,False,Loyal & Satisfied
ORD1235,CUST330,Fashion,CASH ON DELIVERY,1006.55,15,2,2,2.0,No,Tier 1,0,On-Time,True,855.5675,False,Standard Order
ORD1236,CUST289,Electronics,UPI,1091.185,0,7,9,4.0,Yes,Tier 1,2,Unknown,True,1091.185,False,Standard Order
ORD1237,CUST324,Books,CASH ON DELIVERY,1146.7800000000002,10,4,4,4.0,No,Tier 2,0,On-Time,True,1032.1020000000003,False,Loyal & Satisfied
ORD1238,CUST228,Home & Kitchen,UPI,1137.04,20,4,4,3.0,No,Tier 2,0,On-Time,True,909.632,False,Standard Order
ORD1239,CUST220,Fashion,UPI,1006.55,5,4,5,4.0,Yes,Tier 1,1,Unknown,True,956.2225,False,Standard Order
ORD1240,CUST126,Beauty,CASH ON DELIVERY,1194.18,5,7,7,5.0,No,Tier 2,0,On-Time,Same,1134.471,False,Loyal & Satisfied
ORD1241,CUST289,Books,UPI,1146.7800000000002,0,6,7,4.0,Yes,Tier 2,1,Unknown,True,1146.7800000000002,False,Standard Order
ORD1242,CUST220,Electronics,DEBIT CARD,1091.185,0,4,4,2.0,No,Tier 2,0,On-Time,True,1091.185,False,Standard Order
ORD1243,CUST215,Fashion,UPI,1006.55,30,3,3,3.0,No,Tier 1,0,On-Time,True,704.5849999999999,False,Standard Order
ORD1244,CUST304,Electronics,CASH ON DELIVERY,1091.185,10,2,1,5.0,No,Tier 2,-1,Early,True,982.0665,False,Standard Order
ORD1245,CUST332,Home & Kitchen,DEBIT CARD,1137.04,50,6,7,4.0,No,Tier 2,1,Unknown,True,568.52,False,Loyal & Satisfied
ORD1246,CUST102,Electronics,DEBIT CARD,1091.185,5,2,3,4.0,No,Tier 2,1,Unknown,True,1036.62575,False,Standard Order
ORD1247,CUST202,Home & Kitchen,UPI,1137.04,15,4,3,5.0,No,Tier 2,-1,Early,True,966.484,False,Loyal & Satisfied
ORD1248,CUST297,Books,DEBIT CARD,1146.7800000000002,5,6,6,5.0,No,Tier 1,0,On-Time,True,1089.441,False,Loyal & Satisfied
ORD1249,CUST299,Beauty,UPI,1194.18,5,5,12,5.0,No,Tier 2,7,Severe Delay,Same,1134.471,True,Loyal & Satisfied
ORD1250,CUST254,Fashion,UPI,1006.55,0,3,3,2.0,No,Tier 2,0,On-Time,True,1006.55,False,Standard Order
ORD1251,CUST236,Books,CREDIT CARD,1146.7800000000002,5,4,4,4.0,Yes,Tier 1,0,On-Time,True,1089.441,False,Standard Order
ORD1252,CUST161,Electronics,UPI,1091.185,10,4,8,4.0,No,Tier 1,4,Severe Delay,True,982.0665,True,Standard Order
ORD1253,CUST264,Books,DEBIT CARD,1146.7800000000002,50,3,4,4.0,No,Tier 1,1,Unknown,True,573.3900000000001,False,Loyal & Satisfied
ORD1254,CUST324,Electronics,UPI,1091.185,15,3,3,4.0,Yes,Tier 2,0,On-Time,True,927.50725,False,Standard Order
ORD1255,CUST150,Fashion,UPI,1006.55,0,5,6,2.0,No,Tier 1,1,Unknown,True,1006.55,False,Standard Order
ORD1256,CUST333,Books,CREDIT CARD,1146.7800000000002,0,4,6,4.0,No,Tier 2,2,Unknown,True,1146.7800000000002,False,Loyal & Satisfied
ORD1257,CUST271,Electronics,DEBIT CARD,1091.185,0,7,7,4.0,Yes,Tier 3,0,On-Time,True,1091.185,False,Standard Order
ORD1258,CUST251,Electronics,CREDIT CARD,1091.185,10,4,4,2.0,No,Tier 2,0,On-Time,True,982.0665,False,Standard Order
ORD1259,CUST306,Home & Kitchen,DEBIT CARD,1137.04,20,2,2,4.0,No,Tier 3,0,On-Time,True,909.632,False,Loyal & Satisfied
ORD1260,CUST158,Home & Kitchen,UPI,1137.04,30,6,10,2.0,No,Tier 3,4,Severe Delay,True,795.9279999999999,True,Standard Order
ORD1261,CUST217,Home & Kitchen,CREDIT CARD,1137.04,0,6,7,3.0,No,Tier 1,1,Unknown,True,1137.04,False,Standard Order
ORD1262,CUST259,Home & Kitchen,CASH ON DELIVERY,1137.04,10,2,1,1.0,No,Tier 2,-1,Early,True,1023.336,False,Standard Order
ORD1263,CUST195,Fashion,DEBIT CARD,1006.55,10,6,8,3.0,No,Tier 1,2,Unknown,True,905.895,False,Standard Order
ORD1264,CUST315,Fashion,CASH ON DELIVERY,1006.55,15,3,3,4.0,No,Tier 3,0,On-Time,True,855.5675,False,Standard Order
ORD1265,CUST332,Fashion,CREDIT CARD,1006.55,10,6,5,4.0,Yes,Tier 1,-1,Early,True,905.895,False,Standard Order
ORD1266,CUST279,Electronics,CASH ON DELIVERY,1091.185,15,6,6,4.0,Yes,Tier 3,0,On-Time,True,927.50725,False,Standard Order
ORD1267,CUST212,Beauty,CASH ON DELIVERY,1194.18,15,2,2,5.0,No,Tier 2,0,On-Time,Same,1015.053,False,Loyal & Satisfied
ORD1268,CUST161,Home & Kitchen,CREDIT CARD,1137.04,0,5,7,3.0,No,Tier 2,2,Unknown,True,1137.04,False,Standard Order
ORD1269,CUST340,Fashion,UPI,1006.55,20,6,6,2.0,No,Tier 1,0,On-Time,True,805.24,False,Standard Order
ORD1270,CUST285,Fashion,CASH ON DELIVERY,1006.55,0,7,9,5.0,No,Tier 1,2,Unknown,True,1006.55,False,Standard Order
ORD1271,CUST151,Beauty,CASH ON DELIVERY,1194.18,15,6,6,2.0,No,Tier 2,0,On-Time,Same,1015.053,False,Standard Order
ORD1272,CUST111,Electronics,UPI,1091.185,10,5,4,4.0,Yes,Tier 1,-1,Early,True,982.0665,False,Standard Order
ORD1273,CUST138,Home & Kitchen,CASH ON DELIVERY,1137.04,10,2,9,5.0,No,Tier 3,7,Severe Delay,True,1023.336,True,Loyal & Satisfied
ORD1274,CUST229,Fashion,CASH ON DELIVERY,1006.55,30,5,5,4.0,Yes,Tier 1,0,On-Time,True,704.5849999999999,False,High-Risk Transaction
ORD1275,CUST230,Home & Kitchen,CASH ON DELIVERY,1137.04,30,2,2,4.0,No,Tier 2,0,On-Time,True,795.9279999999999,False,Loyal & Satisfied
ORD1276,CUST212,Electronics,UPI,1091.185,20,3,3,2.0,No,Tier 1,0,On-Time,True,872.948,False,Standard Order
ORD1277,CUST200,Beauty,UPI,1194.18,10,2,4,3.0,No,Tier 2,2,Unknown,Same,1074.7620000000002,False,Standard Order
ORD1278,CUST212,Beauty,CASH ON DELIVERY,1194.18,15,3,3,4.0,No,Tier 2,0,On-Time,Same,1015.053,False,Loyal & Satisfied
ORD1279,CUST283,Home & Kitchen,UPI,1137.04,10,3,3,3.0,No,Tier 1,0,On-Time,True,1023.336,False,Standard Order
ORD1280,CUST180,Home & Kitchen,DEBIT CARD,1137.04,30,2,1,5.0,No,Tier 1,-1,Early,True,795.9279999999999,False,Loyal & Satisfied
ORD1281,CUST286,Beauty,DEBIT CARD,1194.18,10,7,7,1.0,No,Tier 1,0,On-Time,Same,1074.7620000000002,False,Standard Order
ORD1282,CUST212,Home & Kitchen,CASH ON DELIVERY,1137.04,50,4,5,4.0,Yes,Tier 2,1,Unknown,True,568.52,False,High-Risk Transaction
ORD1283,CUST101,Electronics,UPI,1091.185,30,2,2,4.0,No,Tier 2,0,On-Time,True,763.8294999999999,False,Standard Order
ORD1284,CUST229,Home & Kitchen,UPI,1137.04,15,6,6,4.0,No,Tier 2,0,On-Time,True,966.484,False,Loyal & Satisfied
ORD1285,CUST319,Home & Kitchen,UPI,1137.04,5,7,7,3.0,No,Tier 2,0,On-Time,True,1080.188,False,Standard Order
ORD1286,CUST153,Fashion,UPI,1006.55,0,7,7,3.0,Yes,Tier 1,0,On-Time,True,1006.55,False,Standard Order
ORD1287,CUST186,Home & Kitchen,DEBIT CARD,1137.04,30,6,10,5.0,No,Tier 1,4,Severe Delay,True,795.9279999999999,True,Loyal & Satisfied
ORD1288,CUST328,Beauty,UPI,1194.18,0,4,4,2.0,No,Tier 1,0,On-Time,Same,1194.18,False,Standard Order
ORD1289,CUST323,Beauty,UPI,1194.18,30,7,14,5.0,No,Tier 1,7,Severe Delay,Same,835.926,True,Loyal & Satisfied
ORD1290,CUST324,Fashion,UPI,1006.55,10,3,3,4.0,Yes,Tier 3,0,On-Time,True,905.895,False,Standard Order
ORD1291,CUST228,Electronics,UPI,1091.185,10,4,4,4.0,Yes,Tier 3,0,On-Time,True,982.0665,False,Standard Order
ORD1292,CUST246,Beauty,UPI,1194.18,30,6,8,4.0,No,Tier 1,2,Unknown,Same,835.926,False,Loyal & Satisfied
ORD1293,CUST225,Books,CREDIT CARD,1146.7800000000002,15,4,4,3.0,No,Tier 2,0,On-Time,True,974.763,False,Standard Order
ORD1294,CUST229,Electronics,UPI,1091.185,10,2,3,4.0,No,Tier 3,1,Unknown,True,982.0665,False,Standard Order
ORD1295,CUST152,Beauty,UPI,1194.18,10,4,11,5.0,No,Tier 1,7,Severe Delay,Same,1074.7620000000002,True,Loyal & Satisfied
ORD1296,CUST271,Beauty,UPI,1194.18,5,3,2,3.0,No,Tier 1,-1,Early,Same,1134.471,False,Standard Order
ORD1297,CUST317,Fashion,UPI,1006.55,20,2,1,4.0,No,Tier 1,-1,Early,True,805.24,False,Standard Order
ORD1298,CUST259,Home & Kitchen,UPI,1137.04,5,5,6,4.0,No,Tier 2,1,Unknown,True,1080.188,False,Loyal & Satisfied
ORD1299,CUST297,Fashion,UPI,1006.55,30,6,6,2.0,No,Tier 3,0,On-Time,True,704.5849999999999,False,Standard Order
ORD1300,CUST259,Electronics,UPI,1091.185,30,6,6,3.0,Yes,Tier 2,0,On-Time,True,763.8294999999999,False,High-Risk Transaction
ORD1301,CUST346,Fashion,UPI,1006.55,5,4,3,4.0,Yes,Tier 1,-1,Early,True,956.2225,False,Standard Order
ORD1302,CUST167,Books,UPI,1146.7800000000002,15,7,6,3.0,No,Tier 1,-1,Early,True,974.763,False,Standard Order
ORD1303,CUST282,Electronics,UPI,1091.185,10,2,3,5.0,Yes,Tier 2,1,Unknown,True,982.0665,False,Standard Order
ORD1304,CUST302,Fashion,CASH ON DELIVERY,1006.55,5,5,4,5.0,No,Tier 3,-1,Early,True,956.2225,False,Standard Order
ORD1305,CUST283,Fashion,CREDIT CARD,1006.55,50,2,2,3.0,Yes,Tier 2,0,On-Time,True,503.275,False,High-Risk Transaction
ORD1306,CUST222,Fashion,DEBIT CARD,1006.55,0,6,7,2.0,No,Tier 2,1,Unknown,True,1006.55,False,Standard Order
ORD1307,CUST244,Beauty,CREDIT CARD,1194.18,5,2,2,4.0,No,Tier 1,0,On-Time,Same,1134.471,False,Loyal & Satisfied
ORD1308,CUST137,Fashion,CASH ON DELIVERY,1006.55,10,5,4,3.0,No,Tier 3,-1,Early,True,905.895,False,Standard Order
ORD1309,CUST123,Fashion,DEBIT CARD,1006.55,10,7,8,4.0,Yes,Tier 2,1,Unknown,True,905.895,False,Standard Order
ORD1310,CUST168,Home & Kitchen,UPI,1137.04,10,4,3,3.0,No,Tier 1,-1,Early,True,1023.336,False,Standard Order
ORD1311,CUST215,Fashion,CASH ON DELIVERY,1006.55,20,3,4,4.0,No,Tier 2,1,Unknown,True,805.24,False,Standard Order
ORD1312,CUST197,Electronics,UPI,1091.185,15,2,4,4.0,No,Tier 1,2,Unknown,True,927.50725,False,Standard Order
ORD1313,CUST297,Fashion,UPI,1006.55,15,3,3,3.0,Yes,Tier 1,0,On-Time,True,855.5675,False,Standard Order
ORD1314,CUST313,Electronics,CASH ON DELIVERY,1091.185,0,6,6,3.0,No,Tier 1,0,On-Time,True,1091.185,False,Standard Order
ORD1315,CUST238,Electronics,UPI,1091.185,5,4,4,3.0,No,Tier 1,0,On-Time,True,1036.62575,False,Standard Order
ORD1316,CUST339,Fashion,CASH ON DELIVERY,1006.55,5,4,4,3.0,No,Tier 1,0,On-Time,True,956.2225,False,Standard Order
ORD1317,CUST243,Fashion,CASH ON DELIVERY,1006.55,5,2,4,4.0,No,Tier 1,2,Unknown,True,956.2225,False,Standard Order
ORD1318,CUST196,Beauty,UPI,1194.18,10,7,9,5.0,Yes,Tier 2,2,Unknown,Same,1074.7620000000002,False,Standard Order
ORD1319,CUST300,Fashion,DEBIT CARD,1006.55,0,4,4,3.0,No,Tier 2,0,On-Time,True,1006.55,False,Standard Order
ORD1320,CUST223,Home & Kitchen,CREDIT CARD,1137.04,5,2,3,4.0,No,Tier 1,1,Unknown,True,1080.188,False,Loyal & Satisfied
ORD1321,CUST286,Home & Kitchen,UPI,1137.04,5,2,6,4.0,No,Tier 1,4,Severe Delay,True,1080.188,True,Loyal & Satisfied
ORD1322,CUST169,Electronics,CASH ON DELIVERY,1091.185,30,3,7,3.0,No,Tier 2,4,Severe Delay,True,763.8294999999999,True,Standard Order
ORD1323,CUST307,Home & Kitchen,UPI,1137.04,30,4,4,3.0,Yes,Tier 1,0,On-Time,True,795.9279999999999,False,High-Risk Transaction
ORD1324,CUST192,Electronics,UPI,1091.185,15,2,2,5.0,No,Tier 1,0,On-Time,True,927.50725,False,Standard Order
ORD1325,CUST102,Beauty,UPI,1194.18,30,3,3,4.0,Yes,Tier 3,0,On-Time,Same,835.926,False,High-Risk Transaction
ORD1326,CUST247,Electronics,UPI,1091.185,20,5,9,4.0,No,Tier 2,4,Severe Delay,True,872.948,True,Standard Order
ORD1327,CUST286,Fashion,UPI,1006.55,10,3,2,4.0,No,Tier 3,-1,Early,True,905.895,False,Standard Order
ORD1328,CUST263,Electronics,CREDIT CARD,1091.185,0,3,3,1.0,No,Tier 2,0,On-Time,True,1091.185,False,Standard Order
ORD1329,CUST246,Beauty,CREDIT CARD,1194.18,20,2,2,4.0,No,Tier 1,0,On-Time,Same,955.344,False,Loyal & Satisfied
ORD1330,CUST189,Fashion,CREDIT CARD,1006.55,15,6,6,4.0,No,Tier 2,0,On-Time,True,855.5675,False,Standard Order
ORD1331,CUST294,Home & Kitchen,CREDIT CARD,1137.04,15,6,6,4.0,No,Tier 1,0,On-Time,True,966.484,False,Loyal & Satisfied
ORD1332,CUST246,Electronics,CREDIT CARD,1091.185,20,7,14,3.0,No,Tier 1,7,Severe Delay,True,872.948,True,Standard Order
ORD1333,CUST247,Home & Kitchen,CREDIT CARD,1137.04,10,6,5,2.0,Yes,Tier 1,-1,Early,True,1023.336,False,Standard Order
ORD1334,CUST195,Electronics,UPI,1091.185,15,3,3,2.0,No,Tier 3,0,On-Time,True,927.50725,False,Standard Order
ORD1335,CUST298,Beauty,CASH ON DELIVERY,1194.18,30,7,6,4.0,No,Tier 1,-1,Early,Same,835.926,False,Loyal & Satisfied
ORD1336,CUST151,Electronics,UPI,1091.185,5,2,2,3.0,No,Tier 3,0,On-Time,True,1036.62575,False,Standard Order
ORD1337,CUST332,Electronics,CREDIT CARD,1091.185,15,4,4,4.0,No,Tier 3,0,On-Time,True,927.50725,False,Standard Order
ORD1338,CUST260,Electronics,UPI,1091.185,10,3,3,1.0,No,Tier 2,0,On-Time,True,982.0665,False,Standard Order
ORD1339,CUST267,Fashion,UPI,1006.55,15,3,3,1.0,No,Tier 2,0,On-Time,True,855.5675,False,Standard Order
ORD1340,CUST227,Home & Kitchen,UPI,1137.04,20,7,7,4.0,No,Tier 2,0,On-Time,True,909.632,False,Loyal & Satisfied
ORD1341,CUST138,Electronics,CASH ON DELIVERY,1091.185,0,2,1,4.0,No,Tier 3,-1,Early,True,1091.185,False,Standard Order
ORD1342,CUST181,Books,UPI,1146.7800000000002,15,5,5,4.0,No,Tier 1,0,On-Time,True,974.763,False,Loyal & Satisfied
ORD1343,CUST203,Fashion,CASH ON DELIVERY,1006.55,5,3,7,3.0,No,Tier 2,4,Severe Delay,True,956.2225,True,Standard Order
ORD1344,CUST228,Fashion,DEBIT CARD,1006.55,15,5,9,4.0,No,Tier 2,4,Severe Delay,True,855.5675,True,Standard Order
ORD1345,CUST110,Fashion,UPI,1006.55,10,5,5,2.0,Yes,Tier 3,0,On-Time,True,905.895,False,Standard Order
ORD1346,CUST319,Fashion,DEBIT CARD,1006.55,20,6,6,2.0,No,Tier 2,0,On-Time,True,805.24,False,Standard Order
ORD1347,CUST284,Home & Kitchen,CREDIT CARD,1137.04,0,2,6,4.0,No,Tier 2,4,Severe Delay,True,1137.04,True,Loyal & Satisfied
ORD1348,CUST316,Electronics,CREDIT CARD,1091.185,15,5,4,3.0,No,Tier 2,-1,Early,True,927.50725,False,Standard Order
ORD1349,CUST277,Electronics,CASH ON DELIVERY,1091.185,5,2,4,3.0,No,Tier 3,2,Unknown,True,1036.62575,False,Standard Order
ORD1350,CUST250,Beauty,UPI,1194.18,30,6,10,4.0,No,Tier 2,4,Severe Delay,Same,835.926,True,Loyal & Satisfied
ORD1351,CUST258,Beauty,DEBIT CARD,1194.18,30,2,1,4.0,No,Tier 1,-1,Early,Same,835.926,False,Loyal & Satisfied
ORD1352,CUST321,Fashion,UPI,1006.55,50,3,3,5.0,No,Tier 2,0,On-Time,True,503.275,False,Standard Order
ORD1353,CUST141,Fashion,CASH ON DELIVERY,1006.55,20,5,9,3.0,No,Tier 3,4,Severe Delay,True,805.24,True,Standard Order
ORD1354,CUST198,Home & Kitchen,CREDIT CARD,1137.04,20,2,2,1.0,No,Tier 2,0,On-Time,True,909.632,False,Standard Order
ORD1355,CUST106,Fashion,UPI,1006.55,5,4,3,3.0,No,Tier 3,-1,Early,True,956.2225,False,Standard Order
ORD1356,CUST243,Electronics,UPI,1091.185,5,2,2,4.0,No,Tier 1,0,On-Time,True,1036.62575,False,Standard Order
ORD1357,CUST189,Electronics,CREDIT CARD,1091.185,10,5,5,4.0,No,Tier 2,0,On-Time,True,982.0665,False,Standard Order
ORD1358,CUST211,Home & Kitchen,DEBIT CARD,1137.04,20,6,7,4.0,No,Tier 2,1,Unknown,True,909.632,False,Loyal & Satisfied
ORD1359,CUST348,Home & Kitchen,CREDIT CARD,1137.04,30,6,7,1.0,No,Tier 3,1,Unknown,True,795.9279999999999,False,Standard Order
ORD1360,CUST343,Electronics,UPI,1091.185,0,5,12,4.0,Yes,Tier 1,7,Severe Delay,True,1091.185,True,Standard Order
ORD1361,CUST159,Electronics,DEBIT CARD,1091.185,30,3,3,1.0,No,Tier 3,0,On-Time,True,763.8294999999999,False,Standard Order
ORD1362,CUST212,Electronics,DEBIT CARD,1091.185,15,3,3,4.0,No,Tier 2,0,On-Time,True,927.50725,False,Standard Order
ORD1363,CUST101,Home & Kitchen,CREDIT CARD,1137.04,15,6,6,5.0,Yes,Tier 1,0,On-Time,True,966.484,False,Standard Order
ORD1364,CUST228,Electronics,UPI,1091.185,0,6,6,4.0,No,Tier 1,0,On-Time,True,1091.185,False,Standard Order
ORD1365,CUST147,Electronics,CASH ON DELIVERY,1091.185,0,5,5,4.0,No,Tier 1,0,On-Time,True,1091.185,False,Standard Order
ORD1366,CUST239,Books,UPI,1146.7800000000002,10,3,10,4.0,No,Tier 2,7,Severe Delay,True,1032.1020000000003,True,Loyal & Satisfied
ORD1367,CUST296,Electronics,UPI,1091.185,15,6,8,5.0,No,Tier 1,2,Unknown,True,927.50725,False,Standard Order
ORD1368,CUST136,Home & Kitchen,CASH ON DELIVERY,1137.04,5,3,3,4.0,No,Tier 1,0,On-Time,True,1080.188,False,Loyal & Satisfied
ORD1369,CUST259,Electronics,DEBIT CARD,1091.185,10,6,7,1.0,No,Tier 3,1,Unknown,True,982.0665,False,Standard Order
ORD1370,CUST346,Electronics,CASH ON DELIVERY,1091.185,30,2,2,4.0,No,Tier 1,0,On-Time,True,763.8294999999999,False,Standard Order
ORD1371,CUST108,Electronics,DEBIT CARD,1091.185,20,4,4,3.0,No,Tier 1,0,On-Time,True,872.948,False,Standard Order
ORD1372,CUST332,Home & Kitchen,DEBIT CARD,1137.04,30,7,8,4.0,No,Tier 2,1,Unknown,True,795.9279999999999,False,Loyal & Satisfied
ORD1373,CUST198,Beauty,CASH ON DELIVERY,1194.18,5,2,2,4.0,No,Tier 2,0,On-Time,Same,1134.471,False,Loyal & Satisfied
ORD1374,CUST246,Books,DEBIT CARD,1146.7800000000002,5,7,14,4.0,No,Tier 2,7,Severe Delay,True,1089.441,True,Loyal & Satisfied
ORD1375,CUST147,Fashion,DEBIT CARD,1006.55,15,6,7,3.0,No,Tier 1,1,Unknown,True,855.5675,False,Standard Order
ORD1376,CUST307,Home & Kitchen,UPI,1137.04,10,4,4,2.0,No,Tier 2,0,On-Time,True,1023.336,False,Standard Order
ORD1377,CUST230,Electronics,UPI,1091.185,0,4,5,4.0,No,Tier 2,1,Unknown,True,1091.185,False,Standard Order
ORD1378,CUST247,Fashion,UPI,1006.55,5,6,6,5.0,No,Tier 1,0,On-Time,True,956.2225,False,Standard Order
ORD1379,CUST251,Beauty,UPI,1194.18,10,6,6,4.0,No,Tier 1,0,On-Time,Same,1074.7620000000002,False,Loyal & Satisfied
ORD1380,CUST153,Electronics,CASH ON DELIVERY,1091.185,5,3,3,3.0,No,Tier 1,0,On-Time,True,1036.62575,False,Standard Order
ORD1381,CUST219,Electronics,CREDIT CARD,1091.185,5,6,6,5.0,Yes,Tier 1,0,On-Time,True,1036.62575,False,Standard Order
ORD1382,CUST260,Electronics,CREDIT CARD,1091.185,5,5,6,5.0,No,Tier 2,1,Unknown,True,1036.62575,False,Standard Order
ORD1383,CUST251,Electronics,CREDIT CARD,1091.185,0,6,6,3.0,Yes,Tier 2,0,On-Time,True,1091.185,False,Standard Order
ORD1384,CUST215,Electronics,UPI,1091.185,15,5,6,1.0,Yes,Tier 1,1,Unknown,True,927.50725,False,Standard Order
